,0,1
0,33000.0,-0.0001474368109890792
1,39500.0,-0.00015199650673959196
2,50050.0,-0.000156916188780495
3,47600.0,-0.00015596219522180456
4,47200.0,-0.00015579738781577063
5,47050.0,-0.00015572493363389693
6,49300.0,-0.00015664292706700077
7,62250.0,-0.00016052459621894278
8,36200.0,-0.00014988452700892001
9,46150.0,-0.00015534315308404214
10,38250.0,-0.00015125087079497816
11,47650.0,-0.00015598616027363423
12,65100.0,-0.0001610928978302327
13,31950.0,-0.0001463740063533336
14,63600.0,-0.00016080580230647741
15,48050.0,-0.00015613869846974914
16,47150.0,-0.00015577319593561983
17,47550.0,-0.00015593811070683253
18,38400.0,-0.00015134536332362005
19,45700.0,-0.00015514977508539925
20,44000.0,-0.0001543971678881185
21,41100.0,-0.00015288880314812437
22,45650.0,-0.00015511883813120413
23,40250.0,-0.00015242064844886273
24,46700.0,-0.00015558376422778394
25,44400.0,-0.0001545852268123057
26,32550.0,-0.00014704470281123096
27,48550.0,-0.00015633564751445797
28,39900.0,-0.00015223140659146328
29,42700.0,-0.0001537405611415401
30,38550.0,-0.00015142323954675716
31,40000.0,-0.00015228442571423948
32,47900.0,-0.00015609196994894776
33,45850.0,-0.00015522249797143527
34,64600.0,-0.00016099224069569308
35,65300.0,-0.00016115047488273013
36,33050.0,-0.00014747564845207493
37,40850.0,-0.00015275512194271767
38,56750.0,-0.0001591272339931445
39,53400.0,-0.00015809473185071047
40,38900.0,-0.00015164450126284494
41,65150.0,-0.00016111199401013003
42,39300.0,-0.000151882052897338
43,41750.0,-0.00015324518835016127
44,66500.0,-0.00016133593840824643
45,38150.0,-0.00015118538938483587
46,65550.0,-0.000161170157428208
47,38600.0,-0.00015145002535082362
48,64350.0,-0.00016096765141047288
49,33950.0,-0.00014818759656471628
50,56500.0,-0.00015906020385278614
51,54050.0,-0.00015832014345721628
52,47700.0,-0.00015600922513742075
53,60850.0,-0.00016019910521446008
54,42100.0,-0.000153427533829211
55,43950.0,-0.00015437307661479203
56,44850.0,-0.00015478587491451107
57,53250.0,-0.00015806989343398
58,59550.0,-0.0001598926639004834
59,41950.0,-0.00015335240552548655
60,32950.0,-0.00014739532450749377
61,41150.0,-0.00015291539127332588
62,31450.0,-0.00014557940615124736
63,64850.0,-0.00016107027037043725
64,48950.0,-0.0001565084274198749
65,40800.0,-0.0001527282634819243
66,41200.0,-0.00015294047775103297
67,44900.0,-0.0001548099417710794
68,62300.0,-0.00016054549601624048
69,52250.0,-0.00015774308640041694
70,56950.0,-0.00015920057867239269
71,33600.0,-0.00014801302488912614
72,37550.0,-0.00015078444319751254
