,0,1
0,82.0,-0.00016625514980278514
1,83.0,-0.00016632714905098346
2,81.0,-0.0001661830280852468
3,84.0,-0.00016639870367764076
4,80.0,-0.0001661106722227875
5,76.0,-0.00016579769383309037
6,87.0,-0.0001666017608373077
7,74.0,-0.00016562936369762338
8,85.0,-0.00016646797846279126
9,75.0,-0.00016571372158594733
10,88.0,-0.00016666347238658447
11,77.0,-0.00016588044986545262
12,73.0,-0.00016553721903836494
13,72.0,-0.00016544090044665728
14,86.0,-0.00016653538254255998
15,89.0,-0.0001667239844405643
16,79.0,-0.00016603809647698683
17,78.0,-0.00016596216323447912
18,65.0,-0.00016470765263477694
19,67.0,-0.00016493071741609448
20,66.0,-0.00016482156589852726
21,70.0,-0.00016524358665781418
22,71.0,-0.00016534317694154522
23,69.0,-0.00016514209121981532
24,93.0,-0.0001669580761862184
25,94.0,-0.0001670143134470801
26,92.0,-0.00016690061536419782
27,91.0,-0.00016684284347783873
28,68.0,-0.00016503812974504
29,90.0,-0.00016678435377623436
30,95.0,-0.00016706768272572604
31,64.0,-0.0001645899712459068
32,62.0,-0.000164344767237251
33,63.0,-0.00016447041314748983
34,97.0,-0.00016717343225804905
35,96.0,-0.00016712076593764668
36,98.0,-0.0001672244812753931
37,51.0,-0.00016270259890956935
38,56.0,-0.0001635161215241138
39,52.0,-0.00016287663064255514
40,50.0,-0.00016251847107934746
41,48.0,-0.00016218378299978967
42,54.0,-0.00016320524497214083
43,55.0,-0.000163366219462875
44,53.0,-0.00016303149862177088
45,57.0,-0.00016365955557449656
46,47.0,-0.00016199884088474316
47,44.0,-0.00016142273926127794
48,43.0,-0.00016122080985375866
49,49.0,-0.0001623583241714295
50,42.0,-0.00016101529739897318
51,45.0,-0.0001616201473440584
52,61.0,-0.000164219255048875
53,40.0,-0.0001605936689918199
54,34.0,-0.00015921497318149334
55,60.0,-0.0001640935471186957
56,41.0,-0.00016080541283069216
57,46.0,-0.0001618129643358662
58,37.0,-0.00015994090706856193
59,39.0,-0.00016037150555378403
60,38.0,-0.00016015368819091637
61,36.0,-0.00015970344629767254
62,35.0,-0.00015946337100120726
63,33.0,-0.00015895781091135794
64,59.0,-0.0001639502222666658
65,58.0,-0.0001638004539881195
66,32.0,-0.0001586944587216593
67,100.0,-0.00016732392827838782
68,99.0,-0.00016727506309183903
69,29.0,-0.0001576432839689272
70,28.0,-0.0001572688317649227
71,30.0,-0.0001580006606088426
72,24.0,-0.00015555842777936163
73,27.0,-0.0001568585097220128
74,31.0,-0.00015835340760732858
75,25.0,-0.00015601791658535424
76,20.0,-0.0001535583483350001
77,26.0,-0.00015647252764583512
78,23.0,-0.00015508452790837207
79,22.0,-0.00015460751299361492
80,21.0,-0.0001541138054022261
81,19.0,-0.0001529841391594414
82,18.0,-0.00015225318737205687
83,17.0,-0.000151509300580783
84,14.0,-0.0001488387853415064
85,15.0,-0.0001499124674267059
86,16.0,-0.00015072641091093113
87,13.0,-0.0001474777214514659
88,12.0,-0.00014587447943739193
89,10.0,-0.00014238451544638621
90,11.0,-0.0001442380989131007
91,6.0,-0.00012820414440273817
92,4.0,-0.0001004793759121069
93,9.0,-0.00013936219171876077
94,7.0,-0.00013245753446133117
95,5.0,-0.00012038264447564172
96,8.0,-0.00013518124806625065
97,3.0,-5.671265948438025e-05
98,2.0,-3.1667923660355056e-05
